,Unnamed: 0,company_name,Date,Share Type,Amount Raised,Raised to Date,Issue Price,Post Money Valuation,Key Investors,Price Per Share,Shares Outstanding,Percent Shares Outstanding,Liquidation Pref Order,Liquidation Pref As Multiplier,Conversion Ratio,Participating,Participation Cap,Dividend Rate,Cumulative,Investors
529,529,good-eggs,Mar 2023,Series C-1,$3.4MM,$172.04MM,$16.99,$22.04MM,Undisclosed Investors,$3.81,"4,100,000",55.0%,2nd,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Baseline Ventures, Collaborative Fund, Westly Group, Correlation Ventures, New Island Capital, Max Ventilla, Mitch Kapor"
530,530,good-eggs,Feb 2021,Series CC,$60MM,$168.64MM,$14.54,$330MM,"Glade Brook Capital Partners, GV, Tao Invest",$3.81,"4,100,000",55.0%,2nd,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Baseline Ventures, Collaborative Fund, Westly Group, Correlation Ventures, New Island Capital, Max Ventilla, Mitch Kapor"
531,531,good-eggs,May 2018,Series BB-1,$35.83MM,$108.64MM,$11.20,$220.76MM,"Benchmark, Index Ventures, Obvious Ventures",$3.81,"4,100,000",55.0%,2nd,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Baseline Ventures, Collaborative Fund, Westly Group, Correlation Ventures, New Island Capital, Max Ventilla, Mitch Kapor"
532,532,good-eggs,Jul 2016,Series BB,$53.9MM,$72.81MM,$8.84,$144.09MM,"Index Ventures, S2G Ventures, Obvious Ventures",$3.81,"4,100,000",55.0%,2nd,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Baseline Ventures, Collaborative Fund, Westly Group, Correlation Ventures, New Island Capital, Max Ventilla, Mitch Kapor"
533,533,good-eggs,Sep 2014,Series B-1,$3.31MM,$18.91MM,$8.26,$61.97MM,"Index Ventures, Sequoia Capital, Baseline Ventures",$3.81,"4,100,000",55.0%,2nd,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Baseline Ventures, Collaborative Fund, Westly Group, Correlation Ventures, New Island Capital, Max Ventilla, Mitch Kapor"
534,534,good-eggs,Sep 2013,Series AA,$15.6MM,$15.6MM,$3.81,$28.37MM,"Baseline Ventures, Collaborative Fund, Westly Group",$3.81,"4,100,000",55.0%,2nd,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Baseline Ventures, Collaborative Fund, Westly Group, Correlation Ventures, New Island Capital, Max Ventilla, Mitch Kapor"
535,535,emulate,Mar 2024,Series F-1,$47.13MM,$249.44MM,$0.12,$141.22MM,Undisclosed Investors,$1.00,"12,000,000",30.0%,3rd,1.0x,3.2605x,Non-participating,,6.0%,Non-cumulative,"NanoDimension, Cedars Sinai Medical Center"
536,536,emulate,Mar 2024,Series F-2,$48.69MM,$251MM,$0.12,$141.22MM,Undisclosed Investors,$1.00,"12,000,000",30.0%,3rd,1.0x,3.2605x,Non-participating,,6.0%,Non-cumulative,"NanoDimension, Cedars Sinai Medical Center"
537,537,emulate,Mar 2024,Series F-3,$2.32MM,$204.63MM,$0.10,$141.22MM,Undisclosed Investors,$1.00,"12,000,000",30.0%,3rd,1.0x,3.2605x,Non-participating,,6.0%,Non-cumulative,"NanoDimension, Cedars Sinai Medical Center"
538,538,emulate,Sep 2021,Series E-2,$20.68MM,$141.93MM,$2.83,$409.37MM,"Northpond Ventures, Perceptive Advisors",$1.00,"12,000,000",30.0%,3rd,1.0x,3.2605x,Non-participating,,6.0%,Non-cumulative,"NanoDimension, Cedars Sinai Medical Center"
539,539,emulate,Sep 2021,Series E-1,$60.38MM,$181.63MM,$3.54,$409.37MM,"Northpond Ventures, Perceptive Advisors",$1.00,"12,000,000",30.0%,3rd,1.0x,3.2605x,Non-participating,,6.0%,Non-cumulative,"NanoDimension, Cedars Sinai Medical Center"
540,540,emulate,Aug 2019,Series D,$28.24MM,$121.24MM,$3.29,$268.09MM,"Northpond Ventures, Founders Fund, Alumni Ventures Group",$1.00,"12,000,000",30.0%,3rd,1.0x,3.2605x,Non-participating,,6.0%,Non-cumulative,"NanoDimension, Cedars Sinai Medical Center"
541,541,emulate,Jun 2018,Series C,$36MM,$93MM,$2.50,$185MM,"Founders Fund, ALS Investment Fund, SciFi VC",$1.00,"12,000,000",30.0%,3rd,1.0x,3.2605x,Non-participating,,6.0%,Non-cumulative,"NanoDimension, Cedars Sinai Medical Center"
542,542,emulate,Oct 2016,Series B,$45MM,$57MM,$2.50,$138.89MM,"Hansjrg Wyss, NanoDimension, Cedars-Sinai Medical Center",$1.00,"12,000,000",30.0%,3rd,1.0x,3.2605x,Non-participating,,6.0%,Non-cumulative,"NanoDimension, Cedars Sinai Medical Center"
543,543,emulate,Jul 2014,Series A,$12MM,$12MM,$1.00,$40MM,"NanoDimension, Cedars Sinai Medical Center",$1.00,"12,000,000",30.0%,3rd,1.0x,3.2605x,Non-participating,,6.0%,Non-cumulative,"NanoDimension, Cedars Sinai Medical Center"
544,544,cameo,Mar 2024,Series 1,$25.09MM,$25.09MM,$11.35,$80.05MM,Undisclosed Investors,$11.35,"2,209,466",31.3%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
545,545,stance,Apr 2016,Series D,$20.38MM,$113.13MM,$10.00,$381.44MM,"August Capital, Kleiner Perkins Caufield & Byers, Menlo Ventures",$0.00,"600,000",0.0%,4th,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Andre Iguodaia, Kickstart Seed Fund, Mercato Partners, Roc Nation, Universal Music Group"
546,546,stance,Mar 2016,Series C,$57.36MM,$92.76MM,$7.89,$278.29MM,"Atom Factory, August Capital, Kleiner Perkins Caufield & Byers",$0.00,"600,000",0.0%,4th,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Andre Iguodaia, Kickstart Seed Fund, Mercato Partners, Roc Nation, Universal Music Group"
547,547,stance,May 2014,Series B-2,$10.57MM,$16.38MM,$4.69,$113.87MM,"Anthony Saleh, Joshua James, Menlo Ventures",$0.00,"600,000",0.0%,4th,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Andre Iguodaia, Kickstart Seed Fund, Mercato Partners, Roc Nation, Universal Music Group"
548,548,stance,May 2014,Series B-3,$2.57MM,$8.38MM,$4.69,$113.87MM,"Anthony Saleh, Joshua James, Menlo Ventures",$0.00,"600,000",0.0%,4th,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Andre Iguodaia, Kickstart Seed Fund, Mercato Partners, Roc Nation, Universal Music Group"
549,549,stance,May 2014,Series B-1,$16.45MM,$22.26MM,$4.69,$113.87MM,"Anthony Saleh, Joshua James, Menlo Ventures",$0.00,"600,000",0.0%,4th,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Andre Iguodaia, Kickstart Seed Fund, Mercato Partners, Roc Nation, Universal Music Group"
550,550,stance,Jul 2011,Series A,$5.81MM,$5.81MM,$1.11,$14.38MM,"Andre Iguodaia, Kickstart Seed Fund, Mercato Partners",$0.00,"600,000",0.0%,4th,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Andre Iguodaia, Kickstart Seed Fund, Mercato Partners, Roc Nation, Universal Music Group"
551,551,stance,Jul 2011,Series FF,$600.00,$600.00,$0.00,$14.38MM,"Andre Iguodaia, Kickstart Seed Fund, Mercato Partners",$0.00,"600,000",0.0%,4th,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Andre Iguodaia, Kickstart Seed Fund, Mercato Partners, Roc Nation, Universal Music Group"
552,552,delphix,Jul 2015,Series D,$75MM,$124.07MM,$9.00,$995.19MM,"Fidelity Investments, Credit Suisse Asset Management, The Kraft Group",$0.42,"20,706,104",38.1%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Greylock Partners, Lightspeed Venture Partners"
553,553,delphix,Jun 2012,Series C,$27.78MM,$49.07MM,$4.50,$392.75MM,"Jafco Venture, Summit Partners, Battery Ventures",$0.42,"20,706,104",38.1%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Greylock Partners, Lightspeed Venture Partners"
554,554,delphix,Apr 2010,Series B,$12.57MM,$21.28MM,$0.71,$51.5MM,"Greylock Partners, Lightspeed Venture Partners",$0.42,"20,706,104",38.1%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Greylock Partners, Lightspeed Venture Partners"
555,555,delphix,Jan 2009,Series A,$8.72MM,$8.72MM,$0.42,$22.85MM,"Greylock Partners, Lightspeed Venture Partners",$0.42,"20,706,104",38.1%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Greylock Partners, Lightspeed Venture Partners"
556,556,bitsight,Sep 2021,Series E,$250MM,$404.96MM,$80.80,$2.39B,Moody's,$0.94,"1,435,951",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Flybridge, Commonwealth"
557,557,bitsight,Jun 2018,Series D,$60MM,$154.96MM,$33.68,$664.82MM,"Warburg Pincus, Menlo Ventures, GGV Capital",$0.94,"1,435,951",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Flybridge, Commonwealth"
558,558,bitsight,Sep 2016,Series C,$40MM,$94.96MM,$17.22,$327.73MM,"GGV Capital, Flybridge Capital Partners, Globespan Capital Partners",$0.94,"1,435,951",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Flybridge, Commonwealth"
559,559,bitsight,Jun 2015,Series B,$25.75MM,$54.96MM,$7.72,$117.01MM,"Comcast Ventures, Globespan Capital Partners, Menlo Ventures",$0.94,"1,435,951",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Flybridge, Commonwealth"
560,560,bitsight,Jun 2013,Series A,$27.87MM,$29.22MM,$6.45,$61.88MM,"Globespan Capital Partners, Menlo Ventures, Flybridge Capital Partners",$0.94,"1,435,951",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Flybridge, Commonwealth"
561,561,bitsight,Apr 2011,Series Seed,$1.35MM,$1.35MM,$0.94,$3.85MM,"Flybridge, Commonwealth",$0.94,"1,435,951",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Flybridge, Commonwealth"
562,562,snaplogic,Dec 2021,Series H,$82.5MM,$259.04MM,$7.75,$1.07B,Sixth Street,$0.51,"5,503,293",25.0%,6th,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Andreessen Horowitz, AngelList, Benjamin Horowitz, Bill Lee, Dhillon Capital, Floodgate Fund, Naval Ravikant"
563,563,snaplogic,Oct 2019,Series G,$41.4MM,$176.54MM,$2.50,$308.17MM,"Arrowroot Capital, Golub Capital",$0.51,"5,503,293",25.0%,6th,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Andreessen Horowitz, AngelList, Benjamin Horowitz, Bill Lee, Dhillon Capital, Floodgate Fund, Naval Ravikant"
564,564,snaplogic,Mar 2018,Series F-1,$10.92MM,$135.14MM,$2.24,$250.02MM,Undisclosed Investors,$0.51,"5,503,293",25.0%,6th,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Andreessen Horowitz, AngelList, Benjamin Horowitz, Bill Lee, Dhillon Capital, Floodgate Fund, Naval Ravikant"
565,565,snaplogic,Dec 2016,Series F,$39.85MM,$124.22MM,$2.24,$217.78MM,"Andreessen Horowitz, Capital One Growth Ventures, Costella Kirsch",$0.51,"5,503,293",25.0%,6th,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Andreessen Horowitz, AngelList, Benjamin Horowitz, Bill Lee, Dhillon Capital, Floodgate Fund, Naval Ravikant"
566,566,snaplogic,Dec 2015,Series E,$26.58MM,$84.37MM,$2.01,$158.27MM,"Andreessen Horowitz, Ignition Partners, Microsoft",$0.51,"5,503,293",25.0%,6th,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Andreessen Horowitz, AngelList, Benjamin Horowitz, Bill Lee, Dhillon Capital, Floodgate Fund, Naval Ravikant"
567,567,snaplogic,Oct 2014,Series D,$18.05MM,$57.79MM,$1.72,$111.07MM,"Andreessen Horowitz, H. Barton Asset Management, Ignition Partners",$0.51,"5,503,293",25.0%,6th,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Andreessen Horowitz, AngelList, Benjamin Horowitz, Bill Lee, Dhillon Capital, Floodgate Fund, Naval Ravikant"
568,568,snaplogic,Sep 2012,Series C,$26.86MM,$39.75MM,$1.71,$89.83MM,"Andreessen Horowitz, Capital One Growth Ventures, Ignition Partners",$0.51,"5,503,293",25.0%,6th,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Andreessen Horowitz, AngelList, Benjamin Horowitz, Bill Lee, Dhillon Capital, Floodgate Fund, Naval Ravikant"
569,569,snaplogic,Dec 2010,Series B,$10.08MM,$12.89MM,$0.98,$30.93MM,"Andreessen Horowitz, Brian McClendon, Cervin Ventures",$0.51,"5,503,293",25.0%,6th,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Andreessen Horowitz, AngelList, Benjamin Horowitz, Bill Lee, Dhillon Capital, Floodgate Fund, Naval Ravikant"
570,570,snaplogic,Oct 2009,Series A,$2.81MM,$2.81MM,$0.51,$11.26MM,"Andreessen Horowitz, AngelList, Benjamin Horowitz",$0.51,"5,503,293",25.0%,6th,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Andreessen Horowitz, AngelList, Benjamin Horowitz, Bill Lee, Dhillon Capital, Floodgate Fund, Naval Ravikant"
571,571,copper,Sep 2017,Series C,$52.97MM,$83.76MM,$1.04,$245.77MM,"Norwest Venture Partners, GV, Industry Ventures",$0.12,"15,682,142",8.5%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Undisclosed Investors
572,572,copper,Sep 2016,Series B,$23.74MM,$30.79MM,$0.59,$112MM,"Next World Capital, Storm Ventures, True Ventures",$0.12,"15,682,142",8.5%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Undisclosed Investors
573,573,copper,Apr 2015,Series A,$4.65MM,$7.05MM,$0.23,$43MM,"Bloomberg Beta, Crunchfund",$0.12,"15,682,142",8.5%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Undisclosed Investors
574,574,copper,May 2013,Series Seed,$535K,$535K,$0.19,$35MM,Undisclosed Investors,$0.12,"15,682,142",8.5%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Undisclosed Investors
575,575,copper,May 2013,Series Seed-1,$1.87MM,$1.87MM,$0.12,$22MM,Undisclosed Investors,$0.12,"15,682,142",8.5%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Undisclosed Investors
576,576,smule,Nov 2022,Series J,$14.17MM,$197.43MM,$15.00,$1.3B,Undisclosed Investors,$0.40,"4,170,732",30.0%,2nd,1.0x,1.0x,Participating,2.0,7.0%,Non-cumulative,"Bessemer Venture Partners, 500 Startups, Maple Investment"
577,577,smule,Oct 2018,Series I,$31.82MM,$183.26MM,$10.19,$820.91MM,Times Bridge,$0.40,"4,170,732",30.0%,2nd,1.0x,1.0x,Participating,2.0,7.0%,Non-cumulative,"Bessemer Venture Partners, 500 Startups, Maple Investment"
578,578,smule,May 2017,Series H,$56.99MM,$151.44MM,$8.51,$655.21MM,"Tencent, Bessemer Venture Partners, Adams Street Partners",$0.40,"4,170,732",30.0%,2nd,1.0x,1.0x,Participating,2.0,7.0%,Non-cumulative,"Bessemer Venture Partners, 500 Startups, Maple Investment"
579,579,smule,Jun 2016,Series G,$22.19MM,$94.44MM,$7.20,$466.57MM,"Bessemer Venture Partners, Adams Street Partners, Cherry Tree Investments",$0.40,"4,170,732",30.0%,2nd,1.0x,1.0x,Participating,2.0,7.0%,Non-cumulative,"Bessemer Venture Partners, 500 Startups, Maple Investment"
580,580,smule,Apr 2015,Series F,$30MM,$72.26MM,$5.48,$324.62MM,"Adams Street Partners, Bessemer Venture Partners, Shasta Ventures",$0.40,"4,170,732",30.0%,2nd,1.0x,1.0x,Participating,2.0,7.0%,Non-cumulative,"Bessemer Venture Partners, 500 Startups, Maple Investment"
581,581,smule,Apr 2014,Series E,$16.64MM,$42.26MM,$3.63,$196.8MM,"Roth Capital Partners, Bessemer Venture Partners, Granite Ventures",$0.40,"4,170,732",30.0%,2nd,1.0x,1.0x,Participating,2.0,7.0%,Non-cumulative,"Bessemer Venture Partners, 500 Startups, Maple Investment"
582,582,smule,Oct 2011,Series D,$12.05MM,$25.62MM,$2.17,$108.8MM,"Shasta Ventures, Granite Ventures, Bessemer Venture Partners",$0.40,"4,170,732",30.0%,2nd,1.0x,1.0x,Participating,2.0,7.0%,Non-cumulative,"Bessemer Venture Partners, 500 Startups, Maple Investment"
583,583,smule,Dec 2009,Series C,$8MM,$13.57MM,$1.24,$52.64MM,"Shasta Ventures, Granite Ventures, Bessemer Venture Partners",$0.40,"4,170,732",30.0%,2nd,1.0x,1.0x,Participating,2.0,7.0%,Non-cumulative,"Bessemer Venture Partners, 500 Startups, Maple Investment"
584,584,smule,Feb 2009,Series B,$3.9MM,$5.57MM,$0.61,$18.45MM,"Granite Ventures, Bessemer Venture Partners",$0.40,"4,170,732",30.0%,2nd,1.0x,1.0x,Participating,2.0,7.0%,Non-cumulative,"Bessemer Venture Partners, 500 Startups, Maple Investment"
585,585,smule,Oct 2008,Series A,$1.67MM,$1.67MM,$0.40,$5.56MM,"Bessemer Venture Partners, 500 Startups, Maple Investment",$0.40,"4,170,732",30.0%,2nd,1.0x,1.0x,Participating,2.0,7.0%,Non-cumulative,"Bessemer Venture Partners, 500 Startups, Maple Investment"
586,586,ipsy,Dec 2020,Series C,$19MM,$132.54MM,$13.00,$1.23B,Undisclosed Investors,$0.27,"10,112,118",13.1%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Crosscut Ventures, 500 Startups, Graph Ventures, Bullpen Capital"
587,587,ipsy,Sep 2015,Series B,$110.78MM,$113.54MM,$9.23,$768.18MM,"TPG Growth, Sherpa Capital, Uprise Ventures",$0.27,"10,112,118",13.1%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Crosscut Ventures, 500 Startups, Graph Ventures, Bullpen Capital"
588,588,ipsy,Jul 2012,Series A,$2.76MM,$2.76MM,$0.27,$21MM,"Crosscut Ventures, 500 Startups, Graph Ventures",$0.27,"10,112,118",13.1%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Crosscut Ventures, 500 Startups, Graph Ventures, Bullpen Capital"
589,589,lucidworks,Aug 2019,Series F,$55MM,$136.66MM,$4.02,$374.62MM,"Francisco Partners, TPG Sixth Street Partners, Top Tier Capital Partners",$4.33,"1,558,339",45.0%,1st,0.0x,1.0x,Non-participating,,2.0%,Non-cumulative,Undisclosed Investors
590,590,lucidworks,May 2018,Series E,$25MM,$81.66MM,$1.78,$133.85MM,"Top Tier Capital Partners, Silver Lake Waterman",$4.33,"1,558,339",45.0%,1st,0.0x,1.0x,Non-participating,,2.0%,Non-cumulative,Undisclosed Investors
591,591,lucidworks,Nov 2015,Series D,$15.58MM,$56.66MM,$0.77,$43.67MM,"Allegis Capital, Shasta Ventures, Granite Ventures",$4.33,"1,558,339",45.0%,1st,0.0x,1.0x,Non-participating,,2.0%,Non-cumulative,Undisclosed Investors
592,592,lucidworks,May 2013,Series C,$18.25MM,$41.07MM,$1.03,$30.51MM,"Shasta Ventures, Granite Ventures, Walden International",$4.33,"1,558,339",45.0%,1st,0.0x,1.0x,Non-participating,,2.0%,Non-cumulative,Undisclosed Investors
593,593,lucidworks,Mar 2010,Series B,$16.07MM,$22.82MM,$5.50,$37.9MM,"Shasta Ventures, Granite Ventures, Walden International",$4.33,"1,558,339",45.0%,1st,0.0x,1.0x,Non-participating,,2.0%,Non-cumulative,Undisclosed Investors
594,594,lucidworks,Sep 2008,Series A,$6.75MM,$6.75MM,$4.33,$15.01MM,Undisclosed Investors,$4.33,"1,558,339",45.0%,1st,0.0x,1.0x,Non-participating,,2.0%,Non-cumulative,Undisclosed Investors
595,595,cityblock-health,Sep 2021,Series D-2,$75MM,$568.83MM,$78.86,$6.22B,Softbank,$0.48,"5,000,000",40.0%,1st,1.0x,1.0x,Non-participating,,5.0%,Non-cumulative,Undisclosed Investors
596,596,cityblock-health,Sep 2021,Series D-1,$325MM,$818.83MM,$78.86,$6.22B,Softbank,$0.48,"5,000,000",40.0%,1st,1.0x,1.0x,Non-participating,,5.0%,Non-cumulative,Undisclosed Investors
597,597,cityblock-health,Mar 2021,Series C-2,$192.25MM,$493.83MM,$41.55,$3B,"Tiger Global Management, Kinnevik AB, Maverick Ventures",$0.48,"5,000,000",40.0%,1st,1.0x,1.0x,Non-participating,,5.0%,Non-cumulative,Undisclosed Investors
598,598,cityblock-health,Dec 2020,Series C,$160MM,$301.58MM,$20.00,$1.26B,"General Catalyst, Wellington Management, Kinnevik AB",$0.48,"5,000,000",40.0%,1st,1.0x,1.0x,Non-participating,,5.0%,Non-cumulative,Undisclosed Investors
599,599,cityblock-health,Jun 2020,Series B+,$53.31MM,$141.58MM,$5.89,$333.47MM,"Kinnevik AB, AIMS, Alphabet",$0.48,"5,000,000",40.0%,1st,1.0x,1.0x,Non-participating,,5.0%,Non-cumulative,Undisclosed Investors
600,600,cityblock-health,Mar 2019,Series B-1,$57.55MM,$80.74MM,$5.26,$234.06MM,"Redpoint Ventures, 8VC, Echo Health Ventures",$0.48,"5,000,000",40.0%,1st,1.0x,1.0x,Non-participating,,5.0%,Non-cumulative,Undisclosed Investors
601,601,cityblock-health,Mar 2019,Series B-3,$5.01MM,$28.2MM,$3.34,$234.06MM,"Redpoint Ventures, 8VC, Echo Health Ventures",$0.48,"5,000,000",40.0%,1st,1.0x,1.0x,Non-participating,,5.0%,Non-cumulative,Undisclosed Investors
602,602,cityblock-health,Mar 2019,Series B-2,$2.53MM,$25.72MM,$1.76,$234.06MM,"Redpoint Ventures, 8VC, Echo Health Ventures",$0.48,"5,000,000",40.0%,1st,1.0x,1.0x,Non-participating,,5.0%,Non-cumulative,Undisclosed Investors
603,603,cityblock-health,Jan 2018,Series A,$20.79MM,$23.19MM,$1.43,$39.93MM,"Maverick Ventures, Thrive Capital, Sidewalk Labs",$0.48,"5,000,000",40.0%,1st,1.0x,1.0x,Non-participating,,5.0%,Non-cumulative,Undisclosed Investors
604,604,cityblock-health,Sep 2017,Series Seed,$2.4MM,$2.4MM,$0.48,$6MM,Undisclosed Investors,$0.48,"5,000,000",40.0%,1st,1.0x,1.0x,Non-participating,,5.0%,Non-cumulative,Undisclosed Investors
605,605,cleardata,Nov 2018,Series E,$26MM,$80.42MM,$0.77,$220.91MM,"Excel Venture Management, Flare Capital Partners, HCSC Ventures",$0.13,"25,601,608",40.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Arena Capital Partners, Norwest Venture Partners"
606,606,cleardata,Apr 2017,Series D,$12MM,$54.42MM,$0.65,$161.01MM,"Merck Global Health Innovation Fund, Norwest Venture Partners, Excel Venture Management",$0.13,"25,601,608",40.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Arena Capital Partners, Norwest Venture Partners"
607,607,cleardata,May 2015,Series C,$25MM,$42.42MM,$0.36,$86.47MM,"Heritage Group, HLM Venture Partners, Flare Capital Partners",$0.13,"25,601,608",40.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Arena Capital Partners, Norwest Venture Partners"
608,608,cleardata,Jul 2013,Series B,$14MM,$17.42MM,$0.23,$33.19MM,"Excel Venture Management, Norwest Venture Partners",$0.13,"25,601,608",40.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Arena Capital Partners, Norwest Venture Partners"
609,609,cleardata,Mar 2012,Series A,$3.42MM,$3.42MM,$0.13,$8.54MM,"Arena Capital Partners, Norwest Venture Partners",$0.13,"25,601,608",40.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Arena Capital Partners, Norwest Venture Partners"
610,610,dronedeploy,Feb 2021,Series E,$45MM,$138.04MM,$9.01,$497.78MM,"Energize Ventures, AirTree, Bessemer Venture Partners",$0.79,"2,639,508",11.3%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"SoftTech VC, Data Collective, Red Point Ventures, Draper Fisher Jurvetson, AngelPad"
611,611,dronedeploy,Nov 2019,Series D,$35MM,$93.04MM,$5.13,$260.04MM,Bessemer Venture Partners,$0.79,"2,639,508",11.3%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"SoftTech VC, Data Collective, Red Point Ventures, Draper Fisher Jurvetson, AngelPad"
612,612,dronedeploy,Jun 2018,Series C,$26.96MM,$58.04MM,$3.72,$163.37MM,"Invenergy Future Fund, AirTree, Scale Venture Partners",$0.79,"2,639,508",11.3%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"SoftTech VC, Data Collective, Red Point Ventures, Draper Fisher Jurvetson, AngelPad"
613,613,dronedeploy,Aug 2016,Series B,$20MM,$31.09MM,$2.80,$102.73MM,Scale Venture Partners,$0.79,"2,639,508",11.3%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"SoftTech VC, Data Collective, Red Point Ventures, Draper Fisher Jurvetson, AngelPad"
614,614,dronedeploy,Mar 2015,Series A,$9MM,$11.09MM,$1.48,$43.63MM,"Emergence Capital, SoftTech, DataCollective",$0.79,"2,639,508",11.3%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"SoftTech VC, Data Collective, Red Point Ventures, Draper Fisher Jurvetson, AngelPad"
